accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
0	3	2.024	11.0	n/a	0.0	Shapes
0	4	2.024	14.017	n/a	0.0	Shapes
0	3	2.025	17.033	n/a	0.0	Shapes
0	4	2.022	20.036	n/a	0.0	Shapes
1	4	2.025	23.05	4.0	1.595	Shapes
0	3	2.024	26.067	n/a	0.0	Shapes
1	3	2.025	32.1	3.0	1.305	Faces
0	3	2.023	35.118	n/a	0.0	Faces
0	4	2.025	38.15	3.0	0.964	Faces
0	4	2.025	41.183	n/a	0.0	Faces
0	4	2.022	44.203	n/a	0.0	Faces
1	4	2.025	47.233	4.0	1.771	Shapes
0	4	2.022	53.236	n/a	0.0	Shapes
0	4	2.025	56.25	n/a	0.0	Shapes
0	3	2.022	59.253	n/a	0.0	Shapes
1	3	2.024	62.267	3.0	1.193	Shapes
1	3	2.024	65.284	3.0	1.261	Shapes
0	4	2.025	68.3	n/a	0.0	Shapes
1	4	2.023	74.319	4.0	1.476	Faces
1	3	2.025	77.35	3.0	1.04	Faces
0	3	2.023	80.369	n/a	0.0	Faces
0	3	2.025	83.4	n/a	0.0	Faces
0	4	2.023	86.419	n/a	0.0	Faces
1	3	2.021	89.437	3.0	1.36	Shapes
0	4	2.025	95.45	n/a	0.0	Shapes
1	3	2.021	98.454	3.0	1.9	Shapes
0	4	2.025	101.467	n/a	0.0	Shapes
1	4	2.024	104.484	4.0	0.033	Shapes
1	3	2.024	107.501	3.0	1.405	Shapes
1	3	2.025	110.517	3.0	1.204	Shapes
0	4	2.025	116.534	3.0	1.952	Faces
1	3	2.024	119.551	3.0	1.546	Faces
1	4	2.025	122.567	4.0	1.803	Faces
0	4	2.025	125.584	n/a	0.0	Faces
1	4	2.024	128.601	4.0	1.085	Faces
1	3	2.025	131.617	3.0	0.943	Shapes
0	3	2.022	145.62	4.0	1.3	Shapes
1	4	2.025	148.634	4.0	1.236	Shapes
0	4	2.021	151.638	n/a	0.0	Shapes
1	3	2.024	154.651	3.0	0.016	Shapes
1	4	2.024	157.668	4.0	1.956	Shapes
0	3	2.025	160.684	n/a	0.0	Shapes
0	3	2.025	166.701	4.0	1.441	Faces
1	4	2.024	169.718	4.0	1.087	Faces
1	4	2.025	172.734	4.0	0.872	Faces
1	3	2.025	175.751	3.0	1.129	Faces
1	4	2.024	178.768	4.0	1.955	Faces
1	3	2.025	181.784	3.0	1.048	Shapes
0	3	2.021	187.788	4.0	1.117	Shapes
0	3	2.025	190.801	4.0	1.309	Shapes
1	4	2.021	193.805	4.0	1.137	Shapes
1	4	2.024	196.818	4.0	1.589	Shapes
0	3	2.024	199.835	4.0	1.498	Shapes
1	4	2.025	202.851	4.0	1.855	Shapes
1	3	2.025	208.868	3.0	0.896	Faces
0	4	2.024	211.885	n/a	0.0	Faces
0	4	2.025	214.901	3.0	1.421	Faces
1	3	2.025	217.918	3.0	1.568	Faces
1	4	2.024	220.935	4.0	1.817	Faces
1	4	2.024	223.952	4.0	0.977	Shapes
0	3	2.025	229.968	4.0	1.21	Shapes
0	3	2.024	232.985	n/a	0.0	Shapes
1	4	2.024	236.002	4.0	1.929	Shapes
1	4	2.025	239.018	4.0	1.315	Shapes
0	3	2.021	242.022	4.0	1.08	Shapes
0	4	2.025	245.035	n/a	0.0	Shapes
1	3	2.024	251.052	3.0	1.552	Faces
0	4	2.025	254.068	n/a	0.0	Faces
1	3	2.025	257.085	3.0	1.374	Faces
1	3	2.024	260.102	3.0	1.118	Faces
1	3	2.025	263.118	3.0	1.538	Faces
1	4	2.025	266.135	4.0	1.734	Faces
