accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
1	1	2.016	10.984	1.0	1.535	Shapes
1	2	2.017	14.0	2.0	0.667	Shapes
1	1	2.016	17.067	1.0	1.199	Shapes
1	2	2.017	20.083	2.0	1.755	Shapes
1	2	2.017	23.1	2.0	0.837	Shapes
1	1	2.016	26.117	1.0	0.936	Shapes
1	1	2.017	32.133	1.0	1.172	Faces
0	1	2.017	35.15	2.0	0.85	Faces
1	2	2.016	38.167	2.0	1.695	Faces
1	2	2.017	41.183	2.0	1.44	Faces
1	2	2.017	44.2	2.0	1.043	Faces
1	2	2.016	47.217	2.0	0.922	Shapes
1	2	2.017	53.233	2.0	0.997	Shapes
0	2	2.016	56.25	1.0	0.52	Shapes
1	1	2.017	59.266	1.0	1.085	Shapes
1	1	2.017	62.283	1.0	1.188	Shapes
1	1	2.016	65.3	1.0	1.295	Shapes
1	2	2.017	68.316	2.0	0.85	Shapes
1	2	2.017	74.333	2.0	1.109	Faces
1	1	2.016	77.35	1.0	1.039	Faces
0	1	2.017	80.366	2.0	0.83	Faces
1	1	2.017	83.383	1.0	1.285	Faces
0	2	2.017	86.399	n/a	0.0	Faces
1	1	2.017	89.416	1.0	0.871	Shapes
1	2	2.016	95.433	2.0	1.221	Shapes
1	1	2.017	98.449	1.0	0.849	Shapes
1	2	2.017	101.466	2.0	0.86	Shapes
1	2	2.016	104.483	2.0	1.256	Shapes
1	1	2.017	107.499	1.0	1.084	Shapes
1	1	2.017	110.516	1.0	1.196	Shapes
1	2	2.016	116.533	2.0	1.953	Faces
0	1	2.017	119.549	n/a	0.0	Faces
1	2	2.016	122.566	2.0	1.227	Faces
1	2	2.017	125.582	2.0	1.67	Faces
1	2	2.017	128.599	2.0	1.18	Faces
1	1	2.016	131.616	1.0	0.872	Shapes
1	1	2.017	145.632	1.0	0.857	Shapes
1	2	2.017	148.649	2.0	0.862	Shapes
1	2	2.016	151.666	2.0	1.195	Shapes
1	1	2.017	154.682	1.0	0.84	Shapes
1	2	2.016	157.699	2.0	0.608	Shapes
1	1	2.017	160.715	1.0	0.894	Shapes
1	1	2.017	166.732	1.0	1.013	Faces
1	2	2.016	169.749	2.0	0.853	Faces
1	2	2.017	172.765	2.0	0.847	Faces
1	1	2.017	175.782	1.0	0.975	Faces
1	2	2.016	178.799	2.0	1.068	Faces
1	1	2.017	181.815	1.0	1.582	Shapes
1	1	2.016	187.832	1.0	1.02	Shapes
1	1	2.017	190.848	1.0	0.977	Shapes
1	2	2.017	193.865	2.0	0.907	Shapes
1	2	2.016	196.882	2.0	0.98	Shapes
1	1	2.017	199.898	1.0	0.892	Shapes
1	2	2.017	202.915	2.0	1.008	Shapes
1	1	2.016	208.932	1.0	0.81	Faces
1	2	2.017	211.948	2.0	0.563	Faces
1	2	2.017	214.965	2.0	1.346	Faces
0	1	2.016	217.982	n/a	0.0	Faces
1	2	2.033	220.998	2.0	0.93	Faces
1	2	2.016	224.015	2.0	0.939	Shapes
1	1	2.017	230.031	1.0	0.798	Shapes
1	1	2.017	233.048	1.0	0.833	Shapes
1	2	2.016	236.065	2.0	1.07	Shapes
1	2	2.017	239.081	2.0	1.109	Shapes
1	1	2.017	242.098	1.0	0.903	Shapes
1	2	2.016	245.115	2.0	0.862	Shapes
1	1	2.017	251.131	1.0	1.478	Faces
1	2	2.016	254.148	2.0	0.954	Faces
1	1	2.017	257.164	1.0	0.965	Faces
0	1	2.017	260.181	2.0	0.939	Faces
1	1	2.016	263.198	1.0	1.453	Faces
1	2	2.017	266.214	2.0	1.249	Faces
