accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
0	4	2.033	10.982	n/a	0.0	Shapes
1	3	2.033	13.998	3.0	1.477	Shapes
1	4	2.033	17.014	4.0	1.106	Shapes
1	3	2.033	20.03	3.0	1.174	Shapes
1	3	2.033	23.047	3.0	0.85	Shapes
1	4	2.033	26.063	4.0	1.676	Shapes
1	4	2.033	32.096	4.0	1.143	Faces
1	4	2.033	35.112	4.0	1.126	Faces
1	3	2.033	38.145	3.0	1.597	Faces
1	3	2.033	41.178	3.0	1.443	Faces
1	3	2.033	44.211	3.0	1.342	Faces
1	3	2.033	47.244	3.0	1.083	Shapes
1	3	2.033	53.26	3.0	0.84	Shapes
1	3	2.033	56.276	3.0	0.806	Shapes
1	4	2.05	59.292	4.0	1.228	Shapes
1	4	2.034	62.308	4.0	1.111	Shapes
1	4	2.033	65.325	4.0	1.393	Shapes
1	3	2.033	68.341	3.0	0.865	Shapes
1	3	2.033	74.374	3.0	1.01	Faces
1	4	2.033	77.407	4.0	0.997	Faces
1	4	2.033	80.44	4.0	1.738	Faces
1	4	2.033	83.473	4.0	1.567	Faces
1	3	2.033	86.489	3.0	1.374	Faces
1	4	2.033	89.505	4.0	0.848	Shapes
1	3	2.033	95.521	3.0	0.962	Shapes
1	4	2.033	98.537	4.0	1.005	Shapes
1	3	2.033	101.554	3.0	1.319	Shapes
1	3	2.033	104.57	3.0	0.839	Shapes
1	4	2.033	107.586	4.0	1.05	Shapes
1	4	2.033	110.603	4.0	1.133	Shapes
1	3	2.034	116.618	3.0	1.282	Faces
1	4	2.033	119.635	4.0	1.257	Faces
1	3	2.033	122.651	3.0	1.388	Faces
1	3	2.033	125.667	3.0	0.93	Faces
1	3	2.033	128.684	3.0	0.929	Faces
1	4	2.033	131.7	4.0	1.172	Shapes
1	4	2.033	145.715	4.0	1.41	Shapes
1	3	2.033	148.731	3.0	0.955	Shapes
1	3	2.034	151.747	3.0	0.93	Shapes
1	4	2.05	154.764	4.0	1.33	Shapes
1	3	2.033	157.78	3.0	0.823	Shapes
1	4	2.033	160.796	4.0	1.361	Shapes
1	4	2.033	166.812	4.0	1.384	Faces
1	3	2.033	169.829	3.0	1.055	Faces
1	3	2.05	172.845	3.0	0.779	Faces
1	4	2.033	175.861	4.0	1.093	Faces
1	3	2.034	178.877	3.0	1.082	Faces
1	4	2.033	181.894	4.0	1.129	Shapes
1	4	2.033	187.91	4.0	0.902	Shapes
1	4	2.033	190.926	4.0	0.956	Shapes
1	3	2.033	193.942	3.0	0.816	Shapes
1	3	2.033	196.959	3.0	0.815	Shapes
1	4	2.033	199.975	4.0	0.947	Shapes
1	3	2.033	202.991	3.0	1.004	Shapes
1	4	2.033	209.007	4.0	1.056	Faces
1	3	2.033	212.023	3.0	0.869	Faces
0	3	2.049	215.04	n/a	0.0	Faces
1	4	2.033	218.056	4.0	1.175	Faces
1	3	2.033	221.072	3.0	1.392	Faces
1	3	2.033	224.089	3.0	0.693	Shapes
1	4	2.034	230.104	4.0	0.753	Shapes
1	4	2.033	233.121	4.0	0.717	Shapes
1	3	2.033	236.137	3.0	0.802	Shapes
1	3	2.033	239.153	3.0	0.671	Shapes
1	4	2.033	242.17	4.0	0.979	Shapes
1	3	2.033	245.186	3.0	0.837	Shapes
1	4	2.033	251.202	4.0	1.045	Faces
1	3	2.033	254.218	3.0	0.86	Faces
1	4	2.034	257.234	4.0	0.776	Faces
1	4	2.033	260.251	4.0	0.768	Faces
1	4	2.033	263.267	4.0	0.871	Faces
1	3	2.033	266.283	3.0	0.837	Faces
