accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
1	2	2.134	11.05	2.0	1.958	Shapes
1	3	2.133	14.084	3.0	1.708	Shapes
1	2	2.134	17.167	2.0	1.019	Shapes
1	3	2.133	20.184	3.0	1.035	Shapes
1	3	2.134	23.217	3.0	1.126	Shapes
1	2	2.133	26.235	2.0	1.108	Shapes
1	2	2.133	32.351	2.0	1.314	Faces
1	2	2.134	35.434	2.0	1.577	Faces
1	3	2.133	38.501	3.0	1.599	Faces
0	3	2.117	41.551	n/a	0.0	Faces
1	3	2.133	44.618	3.0	1.144	Faces
1	3	2.117	47.668	3.0	1.028	Shapes
1	3	2.133	53.685	3.0	0.936	Shapes
1	3	2.118	56.718	3.0	0.778	Shapes
1	2	2.133	59.735	2.0	0.923	Shapes
1	2	2.117	62.768	2.0	1.281	Shapes
1	2	2.133	65.802	2.0	1.233	Shapes
1	3	2.134	68.835	3.0	1.007	Shapes
1	3	2.133	74.902	3.0	1.133	Faces
1	2	2.133	77.969	2.0	1.234	Faces
1	2	2.118	81.035	2.0	1.885	Faces
1	2	2.133	84.119	2.0	1.318	Faces
1	3	2.133	87.186	3.0	1.191	Faces
1	2	2.117	90.252	2.0	0.954	Shapes
1	3	2.118	96.269	3.0	0.877	Shapes
1	2	2.132	99.287	2.0	0.833	Shapes
1	3	2.134	102.319	3.0	0.865	Shapes
1	3	2.133	105.336	3.0	0.866	Shapes
1	2	2.134	108.369	2.0	0.815	Shapes
1	2	2.132	111.387	2.0	0.873	Shapes
1	3	2.133	117.42	3.0	1.221	Faces
1	2	2.133	120.453	2.0	0.757	Faces
1	3	2.118	123.486	3.0	1.069	Faces
1	3	2.117	126.52	3.0	1.044	Faces
1	3	2.134	129.553	3.0	0.94	Faces
1	2	2.133	132.587	2.0	0.77	Shapes
1	2	2.133	146.604	2.0	0.972	Shapes
1	3	2.133	149.637	3.0	0.617	Shapes
1	3	2.118	152.67	3.0	0.732	Shapes
1	2	2.133	155.688	2.0	0.972	Shapes
1	3	2.133	158.721	3.0	1.093	Shapes
1	2	2.117	161.754	2.0	0.956	Shapes
1	2	2.118	167.787	2.0	1.257	Faces
1	3	2.117	170.821	3.0	1.08	Faces
1	3	2.134	173.854	3.0	0.946	Faces
1	2	2.133	176.888	2.0	0.952	Faces
1	3	2.133	179.921	3.0	0.975	Faces
1	2	2.134	182.954	2.0	1.09	Shapes
1	2	2.134	188.971	2.0	0.82	Shapes
1	2	2.132	191.989	2.0	1.444	Shapes
1	3	2.134	195.021	3.0	0.822	Shapes
1	3	2.133	198.055	3.0	0.884	Shapes
1	2	2.134	201.088	2.0	1.557	Shapes
1	3	2.132	204.106	3.0	0.787	Shapes
1	2	2.134	210.138	2.0	0.931	Faces
1	3	2.133	213.172	3.0	0.946	Faces
1	3	2.134	216.205	3.0	1.143	Faces
1	2	2.133	219.239	2.0	0.956	Faces
1	3	2.133	222.272	3.0	1.189	Faces
1	3	2.118	225.305	3.0	0.957	Shapes
1	2	2.117	231.322	2.0	1.243	Shapes
1	2	2.117	234.339	2.0	1.26	Shapes
1	3	2.117	237.372	3.0	0.963	Shapes
1	3	2.132	240.39	3.0	1.162	Shapes
1	2	2.117	243.422	2.0	0.9	Shapes
1	3	2.133	246.44	3.0	0.938	Shapes
1	2	2.133	252.473	2.0	1.668	Faces
1	3	2.133	255.506	3.0	1.043	Faces
1	2	2.134	258.539	2.0	0.969	Faces
1	2	2.133	261.573	2.0	0.779	Faces
1	2	2.134	264.606	2.0	1.05	Faces
1	3	2.133	267.64	3.0	1.058	Faces
