accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
1	1	2.014	11.008	1.0	1.655	Shapes
1	2	2.012	14.011	2.0	0.762	Shapes
1	1	2.014	17.026	1.0	0.879	Shapes
1	2	2.011	20.03	2.0	0.715	Shapes
1	2	2.014	23.045	2.0	0.7	Shapes
1	1	2.011	26.048	1.0	0.786	Shapes
1	1	2.014	32.064	1.0	0.811	Faces
1	1	2.014	35.081	1.0	1.16	Faces
1	2	2.014	38.099	2.0	1.331	Faces
1	2	2.014	41.116	2.0	1.455	Faces
1	2	2.014	44.133	2.0	1.198	Faces
1	2	2.014	47.151	2.0	0.754	Shapes
1	2	2.013	53.154	2.0	0.543	Shapes
1	2	2.014	56.17	2.0	0.545	Shapes
1	1	2.012	59.173	1.0	0.772	Shapes
1	1	2.014	62.188	1.0	0.701	Shapes
1	1	2.011	65.192	1.0	0.76	Shapes
1	2	2.015	68.206	2.0	0.921	Shapes
1	2	2.011	74.211	2.0	0.774	Faces
1	1	2.014	77.226	1.0	0.627	Faces
1	1	2.014	80.243	1.0	0.871	Faces
1	1	2.015	83.26	1.0	1.058	Faces
1	2	2.014	86.278	2.0	1.277	Faces
1	1	2.014	89.295	1.0	0.703	Shapes
1	2	2.013	95.298	2.0	0.698	Shapes
1	1	2.014	98.314	1.0	0.521	Shapes
1	2	2.012	101.317	2.0	0.727	Shapes
0	2	2.014	104.333	1.0	0.533	Shapes
1	1	2.012	107.336	1.0	1.015	Shapes
0	1	2.014	110.351	n/a	0.0	Shapes
1	2	2.027	116.356	2.0	1.49	Faces
0	1	2.014	119.37	n/a	0.0	Faces
1	2	2.015	122.387	2.0	1.059	Faces
1	2	2.014	125.405	2.0	0.892	Faces
1	2	2.014	128.422	2.0	0.734	Faces
0	1	2.014	131.44	n/a	0.0	Shapes
0	1	2.014	145.449	n/a	0.0	Shapes
1	2	2.012	148.452	2.0	1.028	Shapes
1	2	2.015	151.467	2.0	0.854	Shapes
0	1	2.012	154.47	n/a	0.0	Shapes
1	2	2.014	157.486	2.0	0.644	Shapes
0	1	2.012	160.489	n/a	0.0	Shapes
0	1	2.014	166.505	n/a	0.0	Faces
1	2	2.014	169.522	2.0	0.844	Faces
1	2	2.014	172.54	2.0	0.728	Faces
0	1	2.014	175.557	n/a	0.0	Faces
1	2	2.014	178.575	2.0	0.789	Faces
0	1	2.014	181.592	n/a	0.0	Shapes
0	1	2.013	187.595	n/a	0.0	Shapes
0	1	2.014	190.611	n/a	0.0	Shapes
1	2	2.012	193.614	2.0	0.929	Shapes
1	2	2.014	196.629	2.0	0.823	Shapes
0	1	2.012	199.632	n/a	0.0	Shapes
1	2	2.014	202.648	2.0	0.752	Shapes
0	1	2.014	208.666	n/a	0.0	Faces
1	2	2.014	211.683	2.0	0.766	Faces
1	2	2.014	214.701	2.0	1.396	Faces
0	1	2.014	217.718	n/a	0.0	Faces
1	2	2.014	220.736	2.0	0.916	Faces
1	2	2.014	223.753	2.0	0.661	Shapes
0	1	2.013	229.756	n/a	0.0	Shapes
0	1	2.014	232.772	n/a	0.0	Shapes
1	2	2.012	235.775	2.0	0.666	Shapes
1	2	2.014	238.79	2.0	0.726	Shapes
0	1	2.012	241.793	n/a	0.0	Shapes
1	2	2.014	244.809	2.0	0.966	Shapes
0	1	2.014	250.827	n/a	0.0	Faces
1	2	2.014	253.844	2.0	0.842	Faces
0	1	2.014	256.862	n/a	0.0	Faces
0	1	2.014	259.879	n/a	0.0	Faces
0	1	2.014	262.897	n/a	0.0	Faces
1	2	2.014	265.914	2.0	0.735	Faces
