accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
1	2	2.133	11.05	2.0	1.366	Shapes
1	3	2.116	14.083	3.0	0.972	Shapes
1	2	2.117	17.116	2.0	1.068	Shapes
1	3	2.116	20.133	3.0	0.89	Shapes
1	3	2.116	23.166	3.0	0.868	Shapes
1	2	2.116	26.199	2.0	1.206	Shapes
1	2	2.117	32.265	2.0	1.03	Faces
1	2	2.116	35.332	2.0	1.561	Faces
0	3	2.116	38.382	n/a	0.0	Faces
1	3	2.117	41.431	3.0	1.498	Faces
1	3	2.117	44.498	3.0	1.053	Faces
1	3	2.116	47.565	3.0	0.869	Shapes
1	3	2.116	53.598	3.0	0.822	Shapes
1	3	2.116	56.631	3.0	0.771	Shapes
0	2	2.117	59.664	3.0	0.561	Shapes
1	2	2.116	62.681	2.0	0.969	Shapes
1	2	2.116	65.714	2.0	0.706	Shapes
1	3	2.116	68.747	3.0	0.645	Shapes
1	3	2.116	74.797	3.0	0.934	Faces
1	2	2.116	77.88	2.0	0.834	Faces
0	2	2.117	80.913	n/a	0.0	Faces
0	2	2.117	83.979	n/a	0.0	Faces
1	3	2.116	87.013	3.0	0.67	Faces
1	2	2.116	90.063	2.0	0.672	Shapes
1	3	2.116	96.096	3.0	0.554	Shapes
0	2	2.116	99.129	3.0	0.614	Shapes
1	3	2.117	102.162	3.0	0.6	Shapes
1	3	2.116	105.179	3.0	0.773	Shapes
1	2	2.116	108.212	2.0	1.097	Shapes
1	2	2.116	111.245	2.0	0.871	Shapes
1	3	2.116	117.278	3.0	1.745	Faces
1	2	2.117	120.311	2.0	1.191	Faces
1	3	2.117	123.344	3.0	1.113	Faces
1	3	2.116	126.378	3.0	0.959	Faces
1	3	2.116	129.411	3.0	0.789	Faces
1	2	2.116	132.444	2.0	0.719	Shapes
1	2	2.116	146.477	2.0	0.828	Shapes
1	3	2.116	149.51	3.0	0.716	Shapes
1	3	2.117	152.543	3.0	0.682	Shapes
1	2	2.116	155.56	2.0	0.725	Shapes
1	3	2.116	158.593	3.0	0.732	Shapes
1	2	2.116	161.626	2.0	0.92	Shapes
0	2	2.117	167.659	3.0	1.363	Faces
1	3	2.117	170.692	3.0	1.285	Faces
1	3	2.117	173.725	3.0	0.821	Faces
1	2	2.116	176.759	2.0	0.617	Faces
1	3	2.116	179.792	3.0	1.175	Faces
1	2	2.116	182.825	2.0	0.836	Shapes
1	2	2.116	188.842	2.0	0.899	Shapes
1	2	2.117	191.874	2.0	0.712	Shapes
1	3	2.117	194.891	3.0	0.903	Shapes
1	3	2.116	197.908	3.0	0.66	Shapes
1	2	2.116	200.941	2.0	0.677	Shapes
1	3	2.116	203.974	3.0	0.925	Shapes
1	2	2.117	210.007	2.0	0.91	Faces
1	3	2.117	213.04	3.0	1.01	Faces
1	3	2.117	216.073	3.0	1.25	Faces
1	2	2.117	219.106	2.0	0.924	Faces
1	3	2.116	222.14	3.0	0.852	Faces
1	3	2.116	225.173	3.0	0.694	Shapes
1	2	2.116	231.19	2.0	0.787	Shapes
1	2	2.117	234.222	2.0	1.166	Shapes
1	3	2.117	237.239	3.0	0.782	Shapes
1	3	2.117	240.272	3.0	1.019	Shapes
1	2	2.116	243.289	2.0	0.806	Shapes
1	3	2.116	246.322	3.0	0.677	Shapes
1	2	2.117	252.355	2.0	1.555	Faces
1	3	2.117	255.388	3.0	0.661	Faces
1	2	2.117	258.421	2.0	0.915	Faces
1	2	2.116	261.455	2.0	0.676	Faces
1	2	2.116	264.488	2.0	0.788	Faces
1	3	2.116	267.521	3.0	0.833	Faces
