accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
0	1	2.014	11.009	n/a	0.0	Shapes
1	2	2.012	14.012	2.0	1.71	Shapes
1	1	2.014	17.027	1.0	1.052	Shapes
1	2	2.012	20.03	2.0	1.315	Shapes
1	2	2.014	23.045	2.0	1.031	Shapes
1	1	2.012	26.048	1.0	1.735	Shapes
1	1	2.015	32.064	1.0	1.034	Faces
1	1	2.014	35.082	1.0	1.193	Faces
1	2	2.014	38.099	2.0	1.122	Faces
1	2	2.014	41.117	2.0	1.183	Faces
0	2	2.014	44.134	n/a	0.0	Faces
1	2	2.014	47.152	2.0	0.988	Shapes
1	2	2.012	53.155	2.0	1.301	Shapes
1	2	2.014	56.171	2.0	1.078	Shapes
1	1	2.012	59.174	1.0	1.408	Shapes
1	1	2.014	62.189	1.0	1.241	Shapes
1	1	2.012	65.192	1.0	1.112	Shapes
1	2	2.014	68.207	2.0	0.727	Shapes
1	2	2.015	74.225	2.0	1.018	Faces
1	1	2.014	77.243	1.0	1.184	Faces
1	1	2.014	80.26	1.0	1.043	Faces
1	1	2.014	83.278	1.0	1.375	Faces
1	2	2.014	86.295	2.0	0.879	Faces
1	1	2.014	89.313	1.0	0.92	Shapes
1	2	2.012	95.316	2.0	1.106	Shapes
1	1	2.014	98.332	1.0	1.405	Shapes
1	2	2.012	101.335	2.0	0.861	Shapes
1	2	2.014	104.35	2.0	0.972	Shapes
1	1	2.012	107.353	1.0	0.777	Shapes
1	1	2.014	110.368	1.0	0.893	Shapes
1	2	2.028	116.373	2.0	0.905	Faces
1	1	2.014	119.387	1.0	0.983	Faces
1	2	2.014	122.405	2.0	1.295	Faces
1	2	2.014	125.422	2.0	1.301	Faces
1	2	2.014	128.44	2.0	0.761	Faces
1	1	2.014	131.457	1.0	0.674	Shapes
0	1	2.014	145.467	2.0	1.07	Shapes
1	2	2.011	148.47	2.0	0.866	Shapes
1	2	2.014	151.485	2.0	1.185	Shapes
1	1	2.012	154.488	1.0	0.79	Shapes
1	2	2.014	157.503	2.0	0.913	Shapes
1	1	2.012	160.506	1.0	1.148	Shapes
1	1	2.014	166.522	1.0	1.262	Faces
1	2	2.014	169.54	2.0	0.882	Faces
1	2	2.014	172.557	2.0	0.72	Faces
1	1	2.015	175.574	1.0	0.67	Faces
1	2	2.014	178.592	2.0	0.962	Faces
1	1	2.014	181.609	1.0	1.092	Shapes
1	1	2.013	187.612	1.0	1.656	Shapes
1	1	2.014	190.628	1.0	1.198	Shapes
1	2	2.027	193.633	2.0	0.724	Shapes
1	2	2.014	196.647	2.0	0.97	Shapes
1	1	2.012	199.65	1.0	0.714	Shapes
1	2	2.014	202.665	2.0	1.109	Shapes
1	1	2.027	208.67	1.0	0.741	Faces
1	2	2.014	211.684	2.0	0.847	Faces
0	2	2.015	214.701	1.0	1.027	Faces
1	1	2.014	217.719	1.0	1.453	Faces
1	2	2.014	220.736	2.0	1.346	Faces
1	2	2.014	223.754	2.0	0.941	Shapes
1	1	2.012	229.757	1.0	1.766	Shapes
1	1	2.014	232.773	1.0	1.127	Shapes
1	2	2.012	235.776	2.0	0.902	Shapes
1	2	2.014	238.791	2.0	0.885	Shapes
1	1	2.012	241.794	1.0	1.043	Shapes
1	2	2.014	244.809	2.0	0.927	Shapes
1	1	2.011	250.814	1.0	1.336	Faces
1	2	2.015	253.828	2.0	0.936	Faces
1	1	2.014	256.846	1.0	0.976	Faces
1	1	2.014	259.863	1.0	0.789	Faces
1	1	2.014	262.881	1.0	0.816	Faces
1	2	2.014	265.898	2.0	1.524	Faces
