accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
1	1	2.02	11.0	1.0	1.662	Shapes
0	2	2.02	14.013	n/a	0.0	Shapes
1	1	2.019	17.027	1.0	1.069	Shapes
0	2	2.02	20.04	n/a	0.0	Shapes
1	2	2.02	23.053	2.0	1.329	Shapes
1	1	2.019	26.067	1.0	1.853	Shapes
1	1	2.02	32.08	1.0	1.431	Faces
1	1	2.02	35.093	1.0	1.586	Faces
0	2	2.019	38.107	1.0	1.609	Faces
1	2	2.02	41.12	2.0	1.398	Faces
1	2	2.02	44.133	2.0	1.185	Faces
1	2	2.019	47.147	2.0	0.851	Shapes
1	2	2.02	53.16	2.0	1.097	Shapes
1	2	2.02	56.173	2.0	0.952	Shapes
1	1	2.019	59.187	1.0	1.022	Shapes
1	1	2.02	62.2	1.0	0.983	Shapes
1	1	2.02	65.213	1.0	0.969	Shapes
1	2	2.019	68.227	2.0	1.157	Shapes
1	2	2.02	74.24	2.0	1.458	Faces
1	1	2.02	77.253	1.0	1.086	Faces
1	1	2.02	80.267	1.0	1.502	Faces
1	1	2.02	83.28	1.0	1.043	Faces
1	2	2.02	86.293	2.0	1.151	Faces
1	1	2.02	89.307	1.0	0.82	Shapes
1	2	2.02	95.32	2.0	1.262	Shapes
0	1	2.019	98.334	n/a	0.0	Shapes
1	2	2.02	101.347	2.0	0.992	Shapes
1	2	2.02	104.36	2.0	0.743	Shapes
1	1	2.02	107.373	1.0	1.177	Shapes
1	1	2.02	110.387	1.0	1.01	Shapes
0	2	2.02	116.4	n/a	0.0	Faces
1	1	2.019	119.414	1.0	1.081	Faces
1	2	2.02	122.427	2.0	1.521	Faces
1	2	2.02	125.44	2.0	1.022	Faces
1	2	2.019	128.454	2.0	0.794	Faces
1	1	2.02	131.467	1.0	0.966	Shapes
1	1	2.02	145.48	1.0	1.202	Shapes
1	2	2.019	148.494	2.0	0.91	Shapes
1	2	2.02	151.507	2.0	1.58	Shapes
1	1	2.02	154.52	1.0	1.045	Shapes
1	2	2.019	157.534	2.0	1.123	Shapes
1	1	2.02	160.547	1.0	1.091	Shapes
1	1	2.02	166.56	1.0	1.02	Faces
1	2	2.02	169.574	2.0	1.056	Faces
1	2	2.02	172.587	2.0	0.728	Faces
1	1	2.02	175.6	1.0	0.861	Faces
1	2	2.02	178.614	2.0	0.811	Faces
1	1	2.02	181.627	1.0	1.106	Shapes
1	1	2.02	187.64	1.0	0.886	Shapes
1	1	2.02	190.654	1.0	0.868	Shapes
1	2	2.02	193.667	2.0	1.234	Shapes
1	2	2.019	196.681	2.0	0.968	Shapes
1	1	2.02	199.694	1.0	1.266	Shapes
0	2	2.02	202.707	n/a	0.0	Shapes
1	1	2.019	208.721	1.0	1.02	Faces
1	2	2.02	211.734	2.0	0.949	Faces
0	2	2.02	214.747	n/a	0.0	Faces
1	1	2.019	217.761	1.0	1.788	Faces
1	2	2.02	220.774	2.0	1.125	Faces
1	2	2.02	223.787	2.0	0.706	Shapes
1	1	2.019	229.801	1.0	0.875	Shapes
1	1	2.02	232.814	1.0	0.843	Shapes
1	2	2.02	235.827	2.0	1.008	Shapes
1	2	2.019	238.841	2.0	0.805	Shapes
1	1	2.02	241.854	1.0	1.11	Shapes
1	2	2.02	244.867	2.0	0.762	Shapes
1	1	2.019	250.881	1.0	1.102	Faces
1	2	2.02	253.894	2.0	1.49	Faces
1	1	2.02	256.907	1.0	1.19	Faces
1	1	2.019	259.921	1.0	0.86	Faces
1	1	2.02	262.934	1.0	0.906	Faces
1	2	2.02	265.947	2.0	0.934	Faces
