accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
1	1	2.024	11.009	1.0	1.404	Shapes
0	2	2.024	14.019	n/a	0.0	Shapes
1	1	2.024	17.029	1.0	1.65	Shapes
1	2	2.024	20.039	2.0	1.752	Shapes
0	2	2.024	23.049	n/a	0.0	Shapes
0	1	2.024	26.059	n/a	0.0	Shapes
0	1	2.024	32.079	n/a	0.0	Faces
1	1	2.024	35.099	1.0	1.85	Faces
0	2	2.024	38.119	n/a	0.0	Faces
1	2	2.024	41.139	2.0	1.826	Faces
0	2	2.023	44.16	n/a	0.0	Faces
1	2	2.024	47.179	2.0	1.88	Shapes
1	2	2.024	53.189	2.0	0.927	Shapes
1	2	2.024	56.199	2.0	1.082	Shapes
0	1	2.024	59.209	n/a	0.0	Shapes
1	1	2.024	62.219	1.0	1.434	Shapes
1	1	2.023	65.23	1.0	1.869	Shapes
0	2	2.024	68.239	n/a	0.0	Shapes
1	2	2.024	74.259	2.0	1.094	Faces
1	1	2.023	77.28	1.0	1.321	Faces
1	1	2.024	80.299	1.0	1.47	Faces
1	1	2.024	83.319	1.0	1.406	Faces
1	2	2.023	86.34	2.0	1.662	Faces
1	1	2.024	89.359	1.0	1.142	Shapes
1	2	2.024	95.369	2.0	0.821	Shapes
1	1	2.024	98.379	1.0	1.101	Shapes
1	2	2.024	101.389	2.0	0.989	Shapes
1	2	2.024	104.399	2.0	1.417	Shapes
1	1	2.024	107.409	1.0	1.303	Shapes
1	1	2.024	110.419	1.0	1.137	Shapes
1	2	2.024	116.429	2.0	1.704	Faces
1	1	2.024	119.439	1.0	1.583	Faces
1	2	2.024	122.449	2.0	1.591	Faces
1	2	2.023	125.459	2.0	1.883	Faces
1	2	2.023	128.469	2.0	1.312	Faces
1	1	2.023	131.479	1.0	1.096	Shapes
1	1	2.024	145.488	1.0	1.002	Shapes
0	2	2.024	148.498	1.0	0.927	Shapes
1	2	2.024	151.508	2.0	1.919	Shapes
1	1	2.024	154.518	1.0	1.304	Shapes
1	2	2.024	157.528	2.0	1.455	Shapes
1	1	2.024	160.538	1.0	1.131	Shapes
1	1	2.024	166.548	1.0	1.56	Faces
1	2	2.024	169.558	2.0	1.246	Faces
1	2	2.024	172.568	2.0	1.377	Faces
1	1	2.024	175.578	1.0	1.109	Faces
1	2	2.024	178.588	2.0	1.091	Faces
1	1	2.024	181.598	1.0	1.197	Shapes
1	1	2.024	187.608	1.0	1.469	Shapes
1	1	2.024	190.618	1.0	1.107	Shapes
1	2	2.024	193.628	2.0	1.449	Shapes
0	2	2.024	196.638	n/a	0.0	Shapes
1	1	2.024	199.648	1.0	1.3	Shapes
1	2	2.024	202.658	2.0	1.153	Shapes
1	1	2.024	208.668	1.0	0.957	Faces
1	2	2.024	211.678	2.0	1.048	Faces
1	2	2.024	214.688	2.0	1.93	Faces
1	1	2.024	217.698	1.0	1.415	Faces
1	2	2.024	220.708	2.0	1.427	Faces
1	2	2.024	223.718	2.0	1.274	Shapes
1	1	2.024	229.728	1.0	1.309	Shapes
1	1	2.024	232.738	1.0	1.333	Shapes
1	2	2.024	235.748	2.0	1.543	Shapes
1	2	2.024	238.758	2.0	1.945	Shapes
1	1	2.024	241.768	1.0	1.094	Shapes
0	2	2.024	244.778	1.0	0.9	Shapes
1	1	2.024	250.788	1.0	1.421	Faces
1	2	2.024	253.798	2.0	1.102	Faces
1	1	2.024	256.808	1.0	1.421	Faces
1	1	2.024	259.818	1.0	0.965	Faces
1	1	2.024	262.828	1.0	1.344	Faces
1	2	2.024	265.838	2.0	1.014	Faces
