accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
1	4	2.05	11.399	4.0	1.765	Shapes
1	3	2.05	14.415	3.0	1.224	Shapes
0	4	2.05	17.531	n/a	0.0	Shapes
1	3	2.049	20.548	3.0	0.981	Shapes
1	3	2.05	23.564	3.0	0.717	Shapes
1	4	2.05	26.58	4.0	0.911	Shapes
1	4	2.05	32.929	4.0	1.049	Faces
1	4	2.05	35.995	4.0	1.222	Faces
1	3	2.049	39.112	3.0	1.1	Faces
1	3	2.049	42.245	3.0	1.097	Faces
1	3	2.05	45.361	3.0	1.306	Faces
1	3	2.05	48.494	3.0	1.03	Shapes
1	3	2.049	54.51	3.0	0.991	Shapes
1	3	2.05	57.526	3.0	0.843	Shapes
1	4	2.05	60.542	4.0	1.254	Shapes
1	4	2.05	63.558	4.0	0.961	Shapes
1	4	2.049	66.575	4.0	0.739	Shapes
1	3	2.05	69.591	3.0	0.719	Shapes
1	3	2.05	75.64	3.0	0.944	Faces
1	4	2.05	78.706	4.0	1.118	Faces
1	4	2.05	81.756	4.0	1.477	Faces
1	4	2.049	84.806	4.0	1.506	Faces
1	3	2.049	87.922	3.0	1.218	Faces
1	4	2.05	90.971	4.0	1.429	Shapes
1	3	2.05	96.987	3.0	0.737	Shapes
1	4	2.05	100.003	4.0	1.422	Shapes
1	3	2.049	103.02	3.0	0.735	Shapes
1	3	2.05	106.036	3.0	0.724	Shapes
1	4	2.05	109.052	4.0	0.807	Shapes
1	4	2.049	112.069	4.0	0.614	Shapes
1	3	2.05	118.084	3.0	1.291	Faces
1	4	2.049	121.101	4.0	1.353	Faces
1	3	2.05	124.117	3.0	0.946	Faces
1	3	2.05	127.133	3.0	1.285	Faces
1	3	2.05	130.149	3.0	0.887	Faces
1	4	2.049	133.166	4.0	1.125	Shapes
1	4	2.05	147.18	4.0	1.049	Shapes
1	3	2.049	150.197	3.0	0.718	Shapes
1	3	2.05	153.213	3.0	0.663	Shapes
1	4	2.05	156.229	4.0	0.806	Shapes
1	3	2.05	159.245	3.0	0.808	Shapes
1	4	2.05	162.262	4.0	0.866	Shapes
1	4	2.049	168.278	4.0	1.93	Faces
1	3	2.05	171.294	3.0	1.022	Faces
1	3	2.05	174.31	3.0	0.683	Faces
1	4	2.05	177.326	4.0	0.96	Faces
1	3	2.049	180.343	3.0	0.952	Faces
1	4	2.05	183.359	4.0	1.161	Shapes
1	4	2.049	189.375	4.0	0.714	Shapes
0	4	2.05	192.391	3.0	0.627	Shapes
1	3	2.05	195.407	3.0	0.923	Shapes
1	3	2.049	198.424	3.0	0.841	Shapes
1	4	2.049	201.44	4.0	0.871	Shapes
1	3	2.05	204.456	3.0	1.096	Shapes
1	4	2.05	210.472	4.0	0.978	Faces
1	3	2.05	213.488	3.0	0.86	Faces
0	3	2.05	216.504	4.0	1.593	Faces
1	4	2.049	219.521	4.0	1.174	Faces
1	3	2.05	222.537	3.0	0.935	Faces
1	3	2.05	225.553	3.0	0.901	Shapes
1	4	2.05	231.569	4.0	0.773	Shapes
1	4	2.05	234.585	4.0	0.818	Shapes
1	3	2.05	237.601	3.0	0.662	Shapes
1	3	2.05	240.618	3.0	0.656	Shapes
1	4	2.05	243.634	4.0	0.747	Shapes
1	3	2.05	246.65	3.0	0.93	Shapes
1	4	2.05	252.666	4.0	1.558	Faces
1	3	2.05	255.682	3.0	1.141	Faces
1	4	2.049	258.699	4.0	1.021	Faces
1	4	2.05	261.715	4.0	1.104	Faces
1	4	2.05	264.731	4.0	1.04	Faces
1	3	2.05	267.747	3.0	1.286	Faces
