accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
1	3	2.024	11.0	3.0	1.215	Shapes
1	4	2.025	14.016	4.0	1.366	Shapes
1	3	2.025	17.033	3.0	1.347	Shapes
1	4	2.024	20.05	4.0	0.944	Shapes
1	4	2.021	23.053	4.0	0.98	Shapes
1	3	2.025	26.066	3.0	0.948	Shapes
1	3	2.025	32.083	3.0	0.928	Faces
1	3	2.024	35.1	3.0	0.997	Faces
1	4	2.024	38.117	4.0	1.273	Faces
1	4	2.025	41.133	4.0	1.198	Faces
1	4	2.024	44.15	4.0	1.177	Faces
1	4	2.024	47.167	4.0	1.195	Shapes
1	4	2.021	53.17	4.0	1.115	Shapes
1	4	2.025	56.183	4.0	0.908	Shapes
1	3	2.022	59.186	3.0	0.938	Shapes
1	3	2.025	62.2	3.0	1.01	Shapes
1	3	2.022	65.203	3.0	1.849	Shapes
1	4	2.024	68.217	4.0	1.045	Shapes
1	4	2.024	74.234	4.0	0.864	Faces
1	3	2.023	77.252	3.0	0.882	Faces
1	3	2.024	80.267	3.0	1.211	Faces
1	3	2.025	83.3	3.0	0.987	Faces
1	4	2.024	86.317	4.0	0.923	Faces
1	3	2.024	89.334	3.0	1.003	Shapes
1	4	2.025	95.35	4.0	0.776	Shapes
1	3	2.025	98.367	3.0	0.863	Shapes
1	4	2.022	101.37	4.0	0.819	Shapes
0	4	2.024	104.384	3.0	0.918	Shapes
1	3	2.025	107.4	3.0	1.311	Shapes
1	3	2.022	110.403	3.0	1.548	Shapes
1	4	2.025	116.417	4.0	1.504	Faces
1	3	2.024	119.434	3.0	1.117	Faces
1	4	2.024	122.451	4.0	0.905	Faces
1	4	2.025	125.467	4.0	0.785	Faces
1	4	2.024	128.484	4.0	0.837	Faces
1	3	2.024	131.501	3.0	0.827	Shapes
1	3	2.021	145.504	3.0	0.909	Shapes
1	4	2.025	148.517	4.0	0.821	Shapes
1	4	2.022	151.52	4.0	0.848	Shapes
1	3	2.025	154.534	3.0	0.858	Shapes
1	4	2.022	157.537	4.0	0.808	Shapes
1	3	2.024	160.551	3.0	0.97	Shapes
1	3	2.024	166.568	3.0	1.13	Faces
1	4	2.025	169.584	4.0	0.849	Faces
1	4	2.024	172.601	4.0	0.845	Faces
1	3	2.024	175.618	3.0	0.803	Faces
1	4	2.025	178.634	4.0	0.85	Faces
1	3	2.024	181.651	3.0	1.048	Shapes
1	3	2.022	187.654	3.0	1.26	Shapes
1	3	2.024	190.668	3.0	1.067	Shapes
1	4	2.025	193.684	4.0	1.059	Shapes
1	4	2.022	196.687	4.0	1.019	Shapes
1	3	2.025	199.701	3.0	1.019	Shapes
1	4	2.022	202.704	4.0	0.924	Shapes
1	3	2.024	208.718	3.0	0.911	Faces
1	4	2.025	211.734	4.0	0.759	Faces
1	4	2.025	214.751	4.0	1.134	Faces
1	3	2.024	217.768	3.0	1.072	Faces
1	4	2.024	220.785	4.0	1.027	Faces
1	4	2.025	223.801	4.0	1.099	Shapes
1	3	2.022	229.804	3.0	1.312	Shapes
1	3	2.024	232.818	3.0	1.414	Shapes
1	4	2.022	235.821	4.0	1.083	Shapes
1	4	2.024	238.835	4.0	0.844	Shapes
1	3	2.025	241.851	3.0	0.91	Shapes
1	4	2.022	244.854	4.0	1.139	Shapes
1	3	2.025	250.868	3.0	1.102	Faces
1	4	2.024	253.885	4.0	1.043	Faces
1	3	2.025	256.901	3.0	1.055	Faces
1	3	2.025	259.918	3.0	0.932	Faces
1	3	2.024	262.935	3.0	1.195	Faces
1	4	2.024	265.952	4.0	0.922	Faces
