accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
1	1	2.026	11.012	1.0	1.302	Shapes
1	2	2.024	14.018	2.0	0.894	Shapes
1	1	2.027	17.035	1.0	0.884	Shapes
1	2	2.024	20.041	2.0	0.958	Shapes
1	2	2.027	23.058	2.0	0.973	Shapes
1	1	2.024	26.064	1.0	0.895	Shapes
1	1	2.027	32.085	1.0	1.091	Faces
1	1	2.027	35.105	1.0	0.929	Faces
1	2	2.027	38.125	2.0	1.407	Faces
1	2	2.027	41.145	2.0	1.456	Faces
1	2	2.027	44.165	2.0	1.05	Faces
1	2	2.026	47.202	2.0	1.093	Shapes
1	2	2.027	53.208	2.0	0.694	Shapes
1	2	2.024	56.214	2.0	0.609	Shapes
1	1	2.026	59.232	1.0	0.816	Shapes
1	1	2.024	62.238	1.0	0.824	Shapes
1	1	2.027	65.255	1.0	0.819	Shapes
1	2	2.024	68.261	2.0	0.941	Shapes
1	2	2.026	74.282	2.0	0.842	Faces
1	1	2.026	77.302	1.0	1.086	Faces
1	1	2.027	80.338	1.0	1.084	Faces
1	1	2.027	83.375	1.0	1.439	Faces
1	2	2.027	86.395	2.0	1.352	Faces
1	1	2.027	89.415	1.0	1.237	Shapes
1	2	2.026	95.422	2.0	0.702	Shapes
1	1	2.026	98.442	1.0	0.681	Shapes
1	2	2.023	101.448	2.0	0.905	Shapes
1	2	2.027	104.465	2.0	0.686	Shapes
1	1	2.024	107.471	1.0	1.098	Shapes
1	1	2.027	110.488	1.0	0.768	Shapes
1	2	2.024	116.497	2.0	1.373	Faces
1	1	2.026	119.515	1.0	1.12	Faces
1	2	2.026	122.535	2.0	1.094	Faces
1	2	2.026	125.555	2.0	1.016	Faces
1	2	2.026	128.575	2.0	0.92	Faces
1	1	2.026	131.595	1.0	1.129	Shapes
1	1	2.027	145.61	1.0	0.798	Shapes
1	2	2.024	148.616	2.0	0.708	Shapes
1	2	2.026	151.634	2.0	0.699	Shapes
1	1	2.024	154.64	1.0	0.897	Shapes
1	2	2.027	157.657	2.0	1.209	Shapes
1	1	2.024	160.663	1.0	1.126	Shapes
1	1	2.026	166.684	1.0	1.226	Faces
1	2	2.026	169.704	2.0	0.956	Faces
1	2	2.026	172.724	2.0	0.964	Faces
1	1	2.026	175.744	1.0	0.945	Faces
1	2	2.026	178.764	2.0	1.331	Faces
1	1	2.026	181.784	1.0	0.993	Shapes
1	1	2.027	187.79	1.0	0.943	Shapes
1	1	2.024	190.796	1.0	0.778	Shapes
1	2	2.026	193.814	2.0	0.641	Shapes
1	2	2.024	196.82	2.0	0.764	Shapes
1	1	2.027	199.837	1.0	0.72	Shapes
1	2	2.024	202.843	2.0	1.332	Shapes
1	1	2.026	208.864	1.0	0.978	Faces
1	2	2.026	211.884	2.0	0.858	Faces
1	2	2.026	214.904	2.0	1.655	Faces
1	1	2.026	217.924	1.0	0.824	Faces
1	2	2.026	220.944	2.0	0.888	Faces
1	2	2.026	223.964	2.0	0.948	Shapes
1	1	2.027	229.97	1.0	1.197	Shapes
1	1	2.024	232.976	1.0	0.752	Shapes
1	2	2.026	235.994	2.0	0.734	Shapes
1	2	2.026	239.014	2.0	0.629	Shapes
1	1	2.027	242.033	1.0	0.734	Shapes
1	2	2.024	245.039	2.0	0.683	Shapes
1	1	2.027	251.06	1.0	1.358	Faces
1	2	2.027	254.08	2.0	0.801	Faces
1	1	2.027	257.1	1.0	0.93	Faces
1	1	2.027	260.12	1.0	0.819	Faces
1	1	2.027	263.14	1.0	1.129	Faces
1	2	2.027	266.16	2.0	1.041	Faces
