accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
0	2	2.134	10.999	n/a	0.0	Shapes
1	3	2.116	14.033	3.0	1.886	Shapes
1	2	2.117	17.066	2.0	1.185	Shapes
1	3	2.117	20.099	3.0	1.18	Shapes
1	3	2.117	23.132	3.0	1.632	Shapes
0	2	2.116	26.149	n/a	0.0	Shapes
1	2	2.116	32.182	2.0	1.084	Faces
1	2	2.116	35.232	2.0	0.999	Faces
1	3	2.116	38.265	3.0	0.977	Faces
1	3	2.117	41.298	3.0	1.851	Faces
1	3	2.117	44.331	3.0	1.177	Faces
1	3	2.116	47.365	3.0	0.909	Shapes
1	3	2.115	53.382	3.0	1.052	Shapes
1	3	2.117	56.414	3.0	0.758	Shapes
1	2	2.116	59.431	2.0	0.879	Shapes
1	2	2.116	62.464	2.0	0.986	Shapes
1	2	2.117	65.497	2.0	0.848	Shapes
1	3	2.116	68.514	3.0	0.709	Shapes
1	3	2.116	74.547	3.0	0.942	Faces
1	2	2.116	77.58	2.0	1.133	Faces
1	2	2.117	80.613	2.0	1.316	Faces
1	2	2.117	83.646	2.0	1.541	Faces
1	3	2.116	86.68	3.0	1.148	Faces
1	2	2.116	89.713	2.0	0.807	Shapes
1	3	2.116	95.746	3.0	0.972	Shapes
1	2	2.117	98.779	2.0	0.658	Shapes
1	3	2.116	101.796	3.0	0.63	Shapes
1	3	2.116	104.829	3.0	1.288	Shapes
1	2	2.116	107.862	2.0	0.764	Shapes
1	2	2.117	110.895	2.0	0.779	Shapes
0	3	2.117	116.928	n/a	0.0	Faces
1	2	2.117	119.961	2.0	1.085	Faces
1	3	2.116	122.995	3.0	1.219	Faces
1	3	2.116	126.028	3.0	1.706	Faces
1	3	2.117	129.061	3.0	1.398	Faces
1	2	2.117	132.094	2.0	0.849	Shapes
1	2	2.116	146.111	2.0	0.743	Shapes
1	3	2.117	149.143	3.0	1.615	Shapes
1	3	2.117	152.16	3.0	0.816	Shapes
1	2	2.117	155.193	2.0	0.588	Shapes
1	3	2.116	158.21	3.0	1.069	Shapes
1	2	2.117	161.243	2.0	0.754	Shapes
1	2	2.117	167.276	2.0	1.089	Faces
1	3	2.117	170.309	3.0	0.936	Faces
1	3	2.117	173.342	3.0	0.692	Faces
1	2	2.116	176.376	2.0	0.667	Faces
1	3	2.116	179.409	3.0	0.797	Faces
1	2	2.117	182.442	2.0	1.026	Shapes
1	2	2.116	188.459	2.0	0.781	Shapes
1	2	2.116	191.492	2.0	0.683	Shapes
1	3	2.116	194.525	3.0	0.659	Shapes
1	3	2.117	197.558	3.0	0.715	Shapes
1	2	2.116	200.575	2.0	0.737	Shapes
1	3	2.116	203.608	3.0	0.826	Shapes
1	2	2.116	209.641	2.0	1.214	Faces
1	3	2.117	212.674	3.0	0.727	Faces
1	3	2.117	215.707	3.0	0.863	Faces
1	2	2.117	218.74	2.0	0.849	Faces
1	3	2.116	221.774	3.0	1.048	Faces
1	3	2.116	224.807	3.0	0.975	Shapes
1	2	2.116	230.824	2.0	0.596	Shapes
1	2	2.117	233.856	2.0	0.726	Shapes
1	3	2.117	236.873	3.0	0.805	Shapes
1	3	2.116	239.89	3.0	0.704	Shapes
1	2	2.116	242.923	2.0	0.661	Shapes
1	3	2.117	245.956	3.0	0.76	Shapes
1	2	2.117	251.989	2.0	1.051	Faces
1	3	2.117	255.022	3.0	0.911	Faces
1	2	2.117	258.055	2.0	1.422	Faces
1	2	2.133	261.089	2.0	0.735	Faces
1	2	2.116	264.122	2.0	1.161	Faces
1	3	2.117	267.155	3.0	0.87	Faces
