accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
1	3	2.024	11.0	3.0	1.203	Shapes
1	4	2.024	14.017	4.0	0.962	Shapes
1	3	2.025	17.033	3.0	1.045	Shapes
1	4	2.024	20.05	4.0	0.792	Shapes
1	4	2.024	23.067	4.0	1.767	Shapes
1	3	2.025	26.083	3.0	0.773	Shapes
1	3	2.025	32.1	3.0	1.878	Faces
1	3	2.024	35.117	3.0	1.558	Faces
0	4	2.025	38.133	3.0	1.873	Faces
1	4	2.025	41.15	4.0	1.477	Faces
1	4	2.024	44.167	4.0	1.873	Faces
1	4	2.025	47.183	4.0	1.554	Shapes
1	4	2.022	53.186	4.0	1.027	Shapes
1	4	2.025	56.2	4.0	1.019	Shapes
1	3	2.022	59.203	3.0	0.984	Shapes
1	3	2.024	62.217	3.0	0.869	Shapes
1	3	2.024	65.234	3.0	1.227	Shapes
1	4	2.025	68.25	4.0	1.26	Shapes
1	4	2.024	74.267	4.0	1.193	Faces
1	3	2.024	77.284	3.0	1.342	Faces
0	3	2.025	80.3	n/a	0.0	Faces
1	3	2.025	83.317	3.0	1.788	Faces
0	4	2.024	86.334	3.0	1.787	Faces
1	3	2.025	89.35	3.0	1.158	Shapes
1	4	2.022	95.353	4.0	1.308	Shapes
1	3	2.025	98.367	3.0	1.01	Shapes
1	4	2.022	101.37	4.0	1.202	Shapes
0	4	2.024	104.384	3.0	0.866	Shapes
1	3	2.025	107.4	3.0	1.606	Shapes
1	3	2.021	110.404	3.0	1.628	Shapes
0	4	2.025	116.417	n/a	0.0	Faces
1	3	2.024	119.434	3.0	1.698	Faces
0	4	2.024	122.451	n/a	0.0	Faces
1	4	2.025	125.467	4.0	1.212	Faces
1	4	2.024	128.484	4.0	1.547	Faces
1	3	2.024	131.501	3.0	1.283	Shapes
1	3	2.025	145.517	3.0	0.971	Shapes
1	4	2.022	148.52	4.0	1.008	Shapes
1	4	2.025	151.534	4.0	0.995	Shapes
1	3	2.022	154.537	3.0	1.025	Shapes
1	4	2.024	157.551	4.0	1.019	Shapes
1	3	2.024	160.568	3.0	0.914	Shapes
0	3	2.025	166.584	4.0	1.294	Faces
1	4	2.024	169.601	4.0	1.526	Faces
1	4	2.024	172.618	4.0	1.419	Faces
1	3	2.025	175.634	3.0	1.193	Faces
1	4	2.024	178.651	4.0	1.317	Faces
0	3	2.024	181.668	4.0	1.934	Shapes
1	3	2.025	187.684	3.0	0.761	Shapes
1	3	2.021	190.688	3.0	1.721	Shapes
1	4	2.025	193.701	4.0	0.985	Shapes
1	4	2.024	196.718	4.0	0.971	Shapes
1	3	2.024	199.735	3.0	1.359	Shapes
1	4	2.025	202.751	4.0	0.913	Shapes
1	3	2.024	208.768	3.0	1.468	Faces
1	4	2.024	211.785	4.0	1.313	Faces
1	4	2.025	214.801	4.0	1.734	Faces
0	3	2.025	217.818	4.0	1.852	Faces
1	4	2.024	220.835	4.0	1.663	Faces
1	4	2.025	223.851	4.0	1.246	Shapes
1	3	2.022	229.854	3.0	0.787	Shapes
1	3	2.024	232.868	3.0	1.065	Shapes
1	4	2.024	235.885	4.0	0.929	Shapes
1	4	2.025	238.901	4.0	1.046	Shapes
1	3	2.021	241.905	3.0	1.057	Shapes
1	4	2.025	244.918	4.0	0.907	Shapes
1	3	2.024	250.935	3.0	1.533	Faces
1	4	2.025	253.951	4.0	1.484	Faces
0	3	2.025	256.968	4.0	1.874	Faces
1	3	2.024	259.985	3.0	0.832	Faces
1	3	2.025	263.001	3.0	1.888	Faces
0	4	2.025	266.018	n/a	0.0	Faces
