accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
1	1	2.027	11.012	1.0	1.464	Shapes
1	2	2.024	14.018	2.0	1.459	Shapes
1	1	2.027	17.035	1.0	1.136	Shapes
0	2	2.024	20.041	n/a	0.0	Shapes
1	2	2.026	23.059	2.0	1.148	Shapes
1	1	2.024	26.065	1.0	1.418	Shapes
0	1	2.027	32.102	2.0	1.471	Faces
1	1	2.025	35.124	1.0	1.591	Faces
0	2	2.026	38.159	n/a	0.0	Faces
1	2	2.026	41.179	2.0	1.426	Faces
1	2	2.027	44.215	2.0	1.527	Faces
1	2	2.027	47.252	2.0	1.675	Shapes
1	2	2.026	53.259	2.0	1.096	Shapes
1	2	2.024	56.265	2.0	1.128	Shapes
1	1	2.027	59.282	1.0	1.527	Shapes
1	1	2.024	62.288	1.0	1.266	Shapes
1	1	2.027	65.305	1.0	1.328	Shapes
1	2	2.024	68.311	2.0	0.927	Shapes
1	2	2.023	74.335	2.0	1.193	Faces
1	1	2.024	77.354	1.0	1.612	Faces
0	1	2.026	80.389	n/a	0.0	Faces
1	1	2.027	83.425	1.0	1.664	Faces
0	2	2.027	86.445	n/a	0.0	Faces
1	1	2.024	89.468	1.0	1.628	Shapes
1	2	2.024	95.474	2.0	0.945	Shapes
1	1	2.026	98.492	1.0	1.058	Shapes
1	2	2.024	101.498	2.0	0.901	Shapes
1	2	2.027	104.515	2.0	1.005	Shapes
1	1	2.024	107.521	1.0	1.436	Shapes
1	1	2.026	110.539	1.0	1.349	Shapes
0	2	2.025	116.547	n/a	0.0	Faces
1	1	2.027	119.565	1.0	1.52	Faces
0	2	2.027	122.585	1.0	1.652	Faces
1	2	2.027	125.605	2.0	1.603	Faces
0	2	2.027	128.625	1.0	1.535	Faces
1	1	2.027	131.645	1.0	1.272	Shapes
1	1	2.026	145.661	1.0	1.301	Shapes
1	2	2.023	148.667	2.0	0.869	Shapes
1	2	2.026	151.684	2.0	0.842	Shapes
1	1	2.024	154.69	1.0	1.124	Shapes
1	2	2.027	157.707	2.0	0.898	Shapes
1	1	2.024	160.713	1.0	1.025	Shapes
1	1	2.026	166.734	1.0	1.713	Faces
1	2	2.026	169.754	2.0	0.986	Faces
1	2	2.026	172.774	2.0	1.123	Faces
0	1	2.026	175.794	2.0	1.204	Faces
1	2	2.026	178.814	2.0	1.287	Faces
1	1	2.026	181.834	1.0	1.257	Shapes
1	1	2.026	187.841	1.0	0.983	Shapes
1	1	2.027	190.86	1.0	0.88	Shapes
1	2	2.024	193.866	2.0	0.954	Shapes
1	2	2.026	196.884	2.0	0.867	Shapes
1	1	2.024	199.89	1.0	0.826	Shapes
1	2	2.027	202.907	2.0	0.93	Shapes
0	1	2.025	208.915	2.0	1.073	Faces
1	2	2.026	211.934	2.0	1.438	Faces
1	2	2.026	214.954	2.0	1.858	Faces
0	1	2.026	217.974	n/a	0.0	Faces
0	2	2.026	220.994	n/a	0.0	Faces
1	2	2.026	224.014	2.0	1.625	Shapes
1	1	2.027	230.02	1.0	1.054	Shapes
1	1	2.024	233.026	1.0	0.958	Shapes
1	2	2.027	236.043	2.0	0.854	Shapes
1	2	2.024	239.049	2.0	0.781	Shapes
1	1	2.026	242.067	1.0	0.791	Shapes
1	2	2.024	245.073	2.0	0.75	Shapes
0	1	2.026	251.094	2.0	1.171	Faces
0	2	2.027	254.113	1.0	1.266	Faces
0	1	2.027	257.133	2.0	1.741	Faces
0	1	2.027	260.153	n/a	0.0	Faces
1	1	2.027	263.173	1.0	1.215	Faces
1	2	2.027	266.193	2.0	1.755	Faces
