accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
0	2	2.133	11.0	n/a	0.0	Shapes
1	3	2.116	14.033	3.0	1.044	Shapes
1	2	2.117	17.066	2.0	1.265	Shapes
1	3	2.116	20.083	3.0	0.999	Shapes
1	3	2.116	23.116	3.0	0.887	Shapes
1	2	2.117	26.149	2.0	0.872	Shapes
1	2	2.117	32.182	2.0	1.001	Faces
1	2	2.117	35.215	2.0	1.063	Faces
1	3	2.117	38.248	3.0	1.1	Faces
1	3	2.116	41.282	3.0	1.179	Faces
1	3	2.116	44.315	3.0	1.234	Faces
1	3	2.117	47.348	3.0	1.188	Shapes
1	3	2.116	53.365	3.0	1.186	Shapes
1	3	2.116	56.398	3.0	0.96	Shapes
1	2	2.117	59.431	2.0	0.71	Shapes
1	2	2.117	62.464	2.0	0.859	Shapes
1	2	2.116	65.481	2.0	1.421	Shapes
1	3	2.116	68.514	3.0	0.858	Shapes
1	3	2.116	74.547	3.0	1.162	Faces
1	2	2.117	77.58	2.0	0.839	Faces
1	2	2.117	80.613	2.0	0.996	Faces
1	2	2.116	83.647	2.0	0.684	Faces
1	3	2.116	86.68	3.0	0.726	Faces
1	2	2.116	89.713	2.0	0.764	Shapes
1	3	2.116	95.73	3.0	0.904	Shapes
0	2	2.116	98.763	3.0	0.896	Shapes
1	3	2.116	101.796	3.0	1.073	Shapes
1	3	2.117	104.829	3.0	1.001	Shapes
1	2	2.116	107.846	2.0	0.896	Shapes
1	2	2.116	110.879	2.0	1.302	Shapes
1	3	2.116	116.912	3.0	1.823	Faces
1	2	2.117	119.945	2.0	0.809	Faces
1	3	2.117	122.978	3.0	0.92	Faces
1	3	2.117	126.011	3.0	1.015	Faces
1	3	2.116	129.045	3.0	0.797	Faces
1	2	2.116	132.078	2.0	0.772	Shapes
1	2	2.116	146.111	2.0	1.271	Shapes
1	3	2.116	149.144	3.0	0.855	Shapes
1	3	2.117	152.177	3.0	0.977	Shapes
1	2	2.117	155.21	2.0	0.966	Shapes
1	3	2.116	158.227	3.0	0.888	Shapes
1	2	2.116	161.26	2.0	0.739	Shapes
1	2	2.116	167.293	2.0	1.022	Faces
1	3	2.117	170.326	3.0	0.874	Faces
1	3	2.117	173.359	3.0	0.607	Faces
1	2	2.116	176.393	2.0	0.702	Faces
1	3	2.116	179.426	3.0	0.814	Faces
1	2	2.117	182.459	2.0	0.753	Shapes
1	2	2.116	188.476	2.0	0.895	Shapes
0	2	2.116	191.509	3.0	0.925	Shapes
1	3	2.116	194.542	3.0	1.142	Shapes
1	3	2.116	197.575	3.0	1.223	Shapes
1	2	2.117	200.608	2.0	1.069	Shapes
1	3	2.116	203.625	3.0	0.952	Shapes
1	2	2.116	209.658	2.0	1.063	Faces
1	3	2.117	212.691	3.0	0.949	Faces
1	3	2.117	215.724	3.0	1.198	Faces
1	2	2.117	218.757	2.0	1.804	Faces
1	3	2.116	221.791	3.0	0.961	Faces
1	3	2.116	224.824	3.0	0.967	Shapes
1	2	2.116	230.857	2.0	0.977	Shapes
1	2	2.117	233.89	2.0	1.068	Shapes
1	3	2.117	236.923	3.0	0.841	Shapes
1	3	2.116	239.94	3.0	1.315	Shapes
1	2	2.117	242.973	2.0	0.959	Shapes
1	3	2.117	246.006	3.0	1.279	Shapes
1	2	2.117	252.039	2.0	0.975	Faces
1	3	2.117	255.072	3.0	0.871	Faces
1	2	2.116	258.106	2.0	1.078	Faces
1	2	2.116	261.139	2.0	1.073	Faces
1	2	2.117	264.172	2.0	1.023	Faces
1	3	2.117	267.205	3.0	0.851	Faces
