accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
1	1	2.014	11.009	1.0	1.539	Shapes
1	2	2.012	14.012	2.0	0.918	Shapes
1	1	2.014	17.027	1.0	0.959	Shapes
1	2	2.012	20.03	2.0	1.216	Shapes
1	2	2.014	23.045	2.0	0.731	Shapes
1	1	2.012	26.048	1.0	0.871	Shapes
1	1	2.014	32.064	1.0	1.113	Faces
1	1	2.014	35.082	1.0	0.906	Faces
0	2	2.014	38.099	n/a	0.0	Faces
1	2	2.014	41.117	2.0	1.326	Faces
1	2	2.014	44.134	2.0	1.203	Faces
1	2	2.015	47.151	2.0	1.062	Shapes
1	2	2.013	53.154	2.0	1.01	Shapes
1	2	2.014	56.171	2.0	0.736	Shapes
1	1	2.012	59.174	1.0	0.76	Shapes
1	1	2.014	62.189	1.0	0.768	Shapes
1	1	2.027	65.193	1.0	0.578	Shapes
1	2	2.014	68.207	2.0	0.715	Shapes
1	2	2.014	74.225	2.0	0.906	Faces
1	1	2.013	77.244	1.0	0.892	Faces
1	1	2.014	80.26	1.0	1.118	Faces
1	1	2.014	83.278	1.0	1.16	Faces
1	2	2.014	86.295	2.0	0.65	Faces
1	1	2.014	89.313	1.0	0.667	Shapes
1	2	2.012	95.316	2.0	0.836	Shapes
1	1	2.014	98.332	1.0	0.6	Shapes
1	2	2.012	101.335	2.0	0.686	Shapes
1	2	2.014	104.35	2.0	0.619	Shapes
1	1	2.012	107.353	1.0	0.626	Shapes
1	1	2.014	110.368	1.0	0.725	Shapes
1	2	2.028	116.373	2.0	1.098	Faces
1	1	2.014	119.387	1.0	0.902	Faces
1	2	2.014	122.405	2.0	1.173	Faces
1	2	2.014	125.422	2.0	0.888	Faces
1	2	2.014	128.44	2.0	0.683	Faces
1	1	2.014	131.457	1.0	0.873	Shapes
1	1	2.014	145.467	1.0	0.57	Shapes
1	2	2.011	148.47	2.0	0.768	Shapes
1	2	2.014	151.485	2.0	0.739	Shapes
1	1	2.012	154.488	1.0	0.763	Shapes
1	2	2.014	157.503	2.0	0.776	Shapes
1	1	2.012	160.506	1.0	0.598	Shapes
1	1	2.014	166.522	1.0	0.99	Faces
1	2	2.014	169.54	2.0	0.734	Faces
1	2	2.014	172.557	2.0	0.664	Faces
1	1	2.015	175.574	1.0	0.648	Faces
1	2	2.014	178.592	2.0	0.645	Faces
1	1	2.014	181.609	1.0	1.14	Shapes
1	1	2.013	187.612	1.0	0.642	Shapes
1	1	2.015	190.628	1.0	0.644	Shapes
1	2	2.012	193.631	2.0	0.683	Shapes
1	2	2.014	196.647	2.0	0.621	Shapes
1	1	2.012	199.65	1.0	0.631	Shapes
1	2	2.014	202.665	2.0	0.596	Shapes
1	1	2.027	208.67	1.0	1.101	Faces
1	2	2.014	211.684	2.0	0.628	Faces
1	2	2.014	214.702	2.0	1.286	Faces
1	1	2.014	217.719	1.0	0.696	Faces
1	2	2.014	220.736	2.0	1.065	Faces
1	2	2.014	223.754	2.0	0.62	Shapes
1	1	2.013	229.757	1.0	0.719	Shapes
1	1	2.014	232.773	1.0	0.719	Shapes
1	2	2.012	235.776	2.0	0.711	Shapes
1	2	2.014	238.791	2.0	0.593	Shapes
1	1	2.012	241.794	1.0	0.633	Shapes
1	2	2.015	244.809	2.0	0.513	Shapes
1	1	2.011	250.814	1.0	0.863	Faces
1	2	2.014	253.829	2.0	0.779	Faces
1	1	2.014	256.846	1.0	0.758	Faces
1	1	2.015	259.863	1.0	0.74	Faces
1	1	2.014	262.881	1.0	0.666	Faces
1	2	2.014	265.898	2.0	0.533	Faces
