accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
0	1	2.024	10.998	n/a	0.0	Shapes
1	2	2.027	14.015	2.0	1.166	Shapes
1	1	2.027	17.035	1.0	0.853	Shapes
1	2	2.024	20.041	2.0	0.836	Shapes
1	2	2.027	23.058	2.0	1.005	Shapes
1	1	2.024	26.064	1.0	1.087	Shapes
1	1	2.026	32.102	1.0	1.707	Faces
1	1	2.026	35.122	1.0	1.553	Faces
0	2	2.027	38.158	n/a	0.0	Faces
1	2	2.027	41.195	2.0	1.363	Faces
1	2	2.026	44.232	2.0	1.149	Faces
1	2	2.026	47.269	2.0	1.53	Shapes
0	2	2.027	53.275	1.0	0.961	Shapes
1	2	2.024	56.281	2.0	1.193	Shapes
1	1	2.027	59.298	1.0	1.213	Shapes
1	1	2.024	62.304	1.0	1.261	Shapes
1	1	2.026	65.322	1.0	1.201	Shapes
1	2	2.024	68.328	2.0	1.825	Shapes
1	2	2.027	74.365	2.0	1.275	Faces
1	1	2.026	77.402	1.0	1.609	Faces
1	1	2.026	80.439	1.0	1.4	Faces
1	1	2.027	83.475	1.0	1.414	Faces
1	2	2.026	86.512	2.0	1.678	Faces
1	1	2.024	89.534	1.0	1.291	Shapes
1	2	2.025	95.54	2.0	0.861	Shapes
1	1	2.026	98.559	1.0	0.961	Shapes
1	2	2.023	101.565	2.0	1.23	Shapes
1	2	2.026	104.582	2.0	1.152	Shapes
1	1	2.024	107.588	1.0	0.897	Shapes
1	1	2.027	110.605	1.0	1.155	Shapes
1	2	2.025	116.613	2.0	1.672	Faces
1	1	2.026	119.632	1.0	1.169	Faces
1	2	2.026	122.652	2.0	1.364	Faces
1	2	2.026	125.672	2.0	1.105	Faces
1	2	2.026	128.692	2.0	1.288	Faces
1	1	2.026	131.712	1.0	1.196	Shapes
1	1	2.027	145.727	1.0	1.01	Shapes
1	2	2.024	148.733	2.0	1.018	Shapes
1	2	2.026	151.751	2.0	0.984	Shapes
1	1	2.023	154.757	1.0	0.956	Shapes
1	2	2.026	157.774	2.0	0.824	Shapes
1	1	2.024	160.78	1.0	0.95	Shapes
1	1	2.027	166.8	1.0	1.154	Faces
1	2	2.027	169.82	2.0	0.877	Faces
1	2	2.026	172.841	2.0	1.581	Faces
1	1	2.026	175.861	1.0	1.078	Faces
1	2	2.027	178.88	2.0	1.911	Faces
1	1	2.027	181.9	1.0	1.454	Shapes
1	1	2.027	187.907	1.0	0.787	Shapes
1	1	2.024	190.913	1.0	0.929	Shapes
1	2	2.027	193.93	2.0	1.012	Shapes
1	2	2.024	196.936	2.0	0.767	Shapes
1	1	2.026	199.954	1.0	1.371	Shapes
1	2	2.024	202.96	2.0	0.918	Shapes
1	1	2.027	208.98	1.0	1.534	Faces
1	2	2.027	212.0	2.0	1.298	Faces
1	2	2.026	215.021	2.0	1.703	Faces
1	1	2.026	218.041	1.0	1.165	Faces
1	2	2.027	221.06	2.0	1.08	Faces
1	2	2.027	224.08	2.0	0.986	Shapes
1	1	2.027	230.087	1.0	0.924	Shapes
1	1	2.024	233.093	1.0	1.17	Shapes
1	2	2.027	236.11	2.0	0.737	Shapes
1	2	2.023	239.117	2.0	0.884	Shapes
1	1	2.026	242.134	1.0	0.994	Shapes
1	2	2.024	245.14	2.0	0.739	Shapes
1	1	2.027	251.16	1.0	0.912	Faces
1	2	2.027	254.18	2.0	0.82	Faces
1	1	2.027	257.2	1.0	1.632	Faces
1	1	2.027	260.22	1.0	1.415	Faces
1	1	2.026	263.241	1.0	1.459	Faces
1	2	2.027	266.26	2.0	1.082	Faces
