accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
0	3	2.024	11.0	n/a	0.0	Shapes
0	4	2.021	14.003	3.0	0.469	Shapes
0	3	2.024	17.017	n/a	0.0	Shapes
0	4	2.025	20.033	3.0	0.451	Shapes
1	4	2.022	23.036	4.0	1.652	Shapes
1	3	2.025	26.05	3.0	1.255	Shapes
1	3	2.021	32.07	3.0	1.596	Faces
1	3	2.022	35.086	3.0	1.384	Faces
0	4	2.024	38.117	n/a	0.0	Faces
1	4	2.025	41.15	4.0	1.769	Faces
1	4	2.022	44.169	4.0	1.198	Faces
1	4	2.025	47.2	4.0	0.776	Shapes
1	4	2.022	53.203	4.0	0.901	Shapes
1	4	2.024	56.217	4.0	0.615	Shapes
1	3	2.021	59.22	3.0	1.135	Shapes
1	3	2.024	62.234	3.0	0.946	Shapes
1	3	2.025	65.25	3.0	0.835	Shapes
1	4	2.022	68.253	4.0	0.949	Shapes
1	4	2.022	74.269	4.0	1.918	Faces
1	3	2.025	77.3	3.0	0.855	Faces
1	3	2.024	80.318	3.0	1.099	Faces
1	3	2.025	83.35	3.0	1.549	Faces
1	4	2.025	86.367	4.0	1.188	Faces
1	3	2.024	89.384	3.0	0.845	Shapes
1	4	2.021	95.387	4.0	0.85	Shapes
1	3	2.025	98.4	3.0	1.117	Shapes
1	4	2.022	101.403	4.0	0.729	Shapes
1	4	2.025	104.417	4.0	0.804	Shapes
1	3	2.022	107.42	3.0	0.759	Shapes
1	3	2.024	110.434	3.0	1.728	Shapes
0	4	2.024	116.451	n/a	0.0	Faces
1	3	2.025	119.467	3.0	0.481	Faces
1	4	2.024	122.484	4.0	1.221	Faces
1	4	2.024	125.501	4.0	1.317	Faces
1	4	2.025	128.517	4.0	0.776	Faces
1	3	2.025	131.534	3.0	0.94	Shapes
1	3	2.022	145.537	3.0	1.12	Shapes
1	4	2.024	148.551	4.0	0.724	Shapes
1	4	2.021	151.554	4.0	0.767	Shapes
1	3	2.025	154.567	3.0	1.163	Shapes
1	4	2.022	157.57	4.0	0.639	Shapes
1	3	2.025	160.584	3.0	0.795	Shapes
0	3	2.024	166.601	n/a	0.0	Faces
1	4	2.024	169.618	4.0	1.25	Faces
1	4	2.025	172.634	4.0	0.685	Faces
1	3	2.025	175.651	3.0	0.89	Faces
1	4	2.024	178.668	4.0	0.904	Faces
1	3	2.025	181.684	3.0	0.997	Shapes
1	3	2.022	187.687	3.0	0.944	Shapes
1	3	2.025	190.701	3.0	0.759	Shapes
1	4	2.022	193.704	4.0	0.816	Shapes
1	4	2.024	196.718	4.0	0.813	Shapes
1	3	2.021	199.721	3.0	0.86	Shapes
1	4	2.025	202.734	4.0	0.756	Shapes
1	3	2.025	208.751	3.0	0.793	Faces
1	4	2.024	211.768	4.0	1.167	Faces
1	4	2.024	214.785	4.0	1.168	Faces
1	3	2.025	217.801	3.0	1.375	Faces
1	4	2.024	220.818	4.0	0.998	Faces
1	4	2.024	223.835	4.0	0.702	Shapes
1	3	2.021	229.838	3.0	0.826	Shapes
1	3	2.025	232.851	3.0	0.813	Shapes
1	4	2.022	235.854	4.0	0.979	Shapes
1	4	2.025	238.868	4.0	0.554	Shapes
1	3	2.022	241.871	3.0	0.846	Shapes
1	4	2.024	244.885	4.0	0.663	Shapes
1	3	2.025	250.901	3.0	1.113	Faces
1	4	2.025	253.918	4.0	0.95	Faces
1	3	2.024	256.935	3.0	1.308	Faces
1	3	2.024	259.952	3.0	0.849	Faces
1	3	2.025	262.968	3.0	0.905	Faces
1	4	2.024	265.985	4.0	0.818	Faces
