accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
1	3	2.025	11.0	3.0	0.597	Shapes
0	4	2.022	14.003	n/a	0.0	Shapes
1	3	2.025	17.017	3.0	1.287	Shapes
0	4	2.022	20.02	n/a	0.0	Shapes
0	4	2.024	23.034	3.0	0.014	Shapes
0	3	2.021	26.037	4.0	0.036	Shapes
0	3	2.024	32.051	n/a	0.0	Faces
1	3	2.025	35.067	3.0	1.731	Faces
1	4	2.024	38.084	4.0	1.354	Faces
0	4	2.024	41.101	3.0	1.373	Faces
1	4	2.025	44.117	4.0	1.45	Faces
1	4	2.025	47.134	4.0	1.15	Shapes
1	4	2.022	53.137	4.0	0.932	Shapes
1	4	2.024	56.151	4.0	0.629	Shapes
1	3	2.025	59.167	3.0	1.305	Shapes
0	3	2.022	62.17	4.0	0.708	Shapes
1	3	2.025	65.184	3.0	1.381	Shapes
1	4	2.022	68.187	4.0	1.074	Shapes
1	4	2.024	74.201	4.0	1.77	Faces
0	3	2.024	77.218	n/a	0.0	Faces
1	3	2.025	80.234	3.0	1.816	Faces
0	3	2.024	83.251	n/a	0.0	Faces
1	4	2.024	86.268	4.0	1.022	Faces
1	3	2.025	89.284	3.0	1.726	Shapes
1	4	2.022	95.287	4.0	0.638	Shapes
0	3	2.025	98.301	4.0	0.67	Shapes
1	4	2.022	101.304	4.0	0.747	Shapes
1	4	2.024	104.318	4.0	0.494	Shapes
1	3	2.025	107.334	3.0	0.986	Shapes
1	3	2.022	110.337	3.0	1.645	Shapes
0	4	2.025	116.351	n/a	0.0	Faces
0	3	2.024	119.368	n/a	0.0	Faces
1	4	2.025	122.384	4.0	1.837	Faces
1	4	2.025	125.401	4.0	1.782	Faces
1	4	2.024	128.418	4.0	1.177	Faces
1	3	2.024	131.435	3.0	1.202	Shapes
0	3	2.021	145.438	4.0	0.744	Shapes
1	4	2.025	148.451	4.0	1.072	Shapes
1	4	2.022	151.454	4.0	0.8	Shapes
1	3	2.025	154.468	3.0	1.387	Shapes
1	4	2.022	157.471	4.0	0.859	Shapes
1	3	2.024	160.485	3.0	1.09	Shapes
1	3	2.025	166.501	3.0	1.875	Faces
1	4	2.025	169.518	4.0	1.45	Faces
1	4	2.024	172.535	4.0	1.294	Faces
1	3	2.024	175.552	3.0	1.114	Faces
1	4	2.025	178.568	4.0	1.409	Faces
0	3	2.024	181.585	n/a	0.0	Shapes
0	3	2.021	187.588	n/a	0.0	Shapes
1	3	2.024	190.602	3.0	1.246	Shapes
1	4	2.025	193.618	4.0	0.88	Shapes
1	4	2.022	196.621	4.0	0.853	Shapes
1	3	2.025	199.635	3.0	1.244	Shapes
1	4	2.022	202.638	4.0	0.852	Shapes
1	3	2.024	208.652	3.0	1.333	Faces
1	4	2.024	211.669	4.0	1.445	Faces
0	4	2.025	214.685	n/a	0.0	Faces
1	3	2.024	217.702	3.0	1.538	Faces
1	4	2.024	220.719	4.0	1.329	Faces
1	4	2.025	223.735	4.0	1.198	Shapes
1	3	2.022	229.738	3.0	1.553	Shapes
1	3	2.024	232.752	3.0	1.109	Shapes
1	4	2.024	235.769	4.0	0.64	Shapes
1	4	2.025	238.785	4.0	0.627	Shapes
1	3	2.022	241.788	3.0	1.121	Shapes
1	4	2.025	244.802	4.0	1.058	Shapes
1	3	2.024	250.819	3.0	1.691	Faces
1	4	2.025	253.835	4.0	1.475	Faces
1	3	2.025	256.852	3.0	1.216	Faces
1	3	2.024	259.869	3.0	1.495	Faces
1	3	2.024	262.886	3.0	1.925	Faces
1	4	2.025	265.902	4.0	1.473	Faces
