accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
1	1	2.023	11.01	1.0	1.254	Shapes
1	2	2.023	14.02	2.0	0.779	Shapes
1	1	2.023	17.04	1.0	0.777	Shapes
1	2	2.023	20.05	2.0	0.987	Shapes
1	2	2.023	23.06	2.0	1.016	Shapes
1	1	2.024	26.069	1.0	1.042	Shapes
1	1	2.023	32.08	1.0	0.9	Faces
1	1	2.024	35.099	1.0	0.799	Faces
1	2	2.024	38.119	2.0	1.05	Faces
1	2	2.032	41.131	2.0	1.493	Faces
1	2	2.024	44.149	2.0	0.919	Faces
1	2	2.024	47.169	2.0	0.86	Shapes
1	2	2.024	53.179	2.0	0.766	Shapes
1	2	2.024	56.189	2.0	0.673	Shapes
1	1	2.024	59.199	1.0	0.794	Shapes
1	1	2.024	62.209	1.0	1.484	Shapes
1	1	2.024	65.219	1.0	1.271	Shapes
1	2	2.024	68.229	2.0	1.227	Shapes
1	2	2.024	74.249	2.0	0.872	Faces
1	1	2.024	77.269	1.0	1.187	Faces
1	1	2.024	80.289	1.0	0.841	Faces
1	1	2.024	83.309	1.0	1.169	Faces
1	2	2.024	86.329	2.0	0.932	Faces
1	1	2.024	89.349	1.0	0.781	Shapes
1	2	2.024	95.359	2.0	0.647	Shapes
1	1	2.024	98.369	1.0	0.935	Shapes
1	2	2.024	101.379	2.0	0.915	Shapes
1	2	2.024	104.389	2.0	1.19	Shapes
1	1	2.024	107.399	1.0	0.865	Shapes
1	1	2.024	110.409	1.0	0.894	Shapes
0	2	2.024	116.419	1.0	0.851	Faces
1	1	2.034	119.429	1.0	1.004	Faces
1	2	2.024	122.439	2.0	1.152	Faces
1	2	2.024	125.449	2.0	1.461	Faces
1	2	2.024	128.459	2.0	0.947	Faces
1	1	2.024	131.469	1.0	1.034	Shapes
1	1	2.023	145.479	1.0	0.919	Shapes
1	2	2.023	148.489	2.0	1.142	Shapes
1	2	2.023	151.499	2.0	0.996	Shapes
1	1	2.023	154.509	1.0	0.677	Shapes
1	2	2.023	157.519	2.0	0.773	Shapes
1	1	2.023	160.529	1.0	0.932	Shapes
0	1	2.023	166.539	n/a	0.0	Faces
1	2	2.024	169.548	2.0	0.927	Faces
1	2	2.023	172.559	2.0	0.676	Faces
1	1	2.024	175.568	1.0	0.839	Faces
1	2	2.024	178.578	2.0	1.093	Faces
1	1	2.024	181.588	1.0	1.238	Shapes
1	1	2.024	187.598	1.0	0.856	Shapes
1	1	2.024	190.608	1.0	0.692	Shapes
1	2	2.024	193.618	2.0	0.979	Shapes
1	2	2.024	196.628	2.0	0.906	Shapes
1	1	2.024	199.638	1.0	0.838	Shapes
1	2	2.024	202.648	2.0	0.844	Shapes
1	1	2.024	208.658	1.0	0.865	Faces
1	2	2.024	211.668	2.0	0.808	Faces
1	2	2.024	214.678	2.0	1.556	Faces
1	1	2.024	217.688	1.0	0.971	Faces
1	2	2.024	220.698	2.0	0.921	Faces
1	2	2.024	223.708	2.0	0.84	Shapes
1	1	2.024	229.718	1.0	0.799	Shapes
1	1	2.024	232.728	1.0	0.649	Shapes
1	2	2.024	235.738	2.0	0.798	Shapes
1	2	2.024	238.748	2.0	0.621	Shapes
1	1	2.024	241.758	1.0	0.829	Shapes
1	2	2.024	244.768	2.0	0.711	Shapes
1	1	2.024	250.778	1.0	1.473	Faces
1	2	2.024	253.788	2.0	0.982	Faces
1	1	2.024	256.798	1.0	1.556	Faces
1	1	2.024	259.808	1.0	0.967	Faces
1	1	2.024	262.818	1.0	1.043	Faces
1	2	2.024	265.828	2.0	1.311	Faces
