accuracy	correct_response	duration	onset	participant_response	response_time	trial_type
1	4	2.05	11.299	4.0	1.587	Shapes
1	3	2.05	14.315	3.0	1.795	Shapes
1	4	2.05	17.415	4.0	0.913	Shapes
1	3	2.05	20.431	3.0	0.861	Shapes
1	3	2.049	23.448	3.0	0.877	Shapes
1	4	2.05	26.464	4.0	0.869	Shapes
1	4	2.05	32.813	4.0	1.796	Faces
1	4	2.05	35.946	4.0	1.249	Faces
0	3	2.05	39.079	n/a	0.0	Faces
1	3	2.05	42.195	3.0	1.959	Faces
1	3	2.05	45.295	3.0	1.309	Faces
1	3	2.05	48.411	3.0	1.395	Shapes
1	3	2.05	54.427	3.0	0.701	Shapes
1	3	2.05	57.443	3.0	0.788	Shapes
1	4	2.05	60.459	4.0	0.989	Shapes
1	4	2.05	63.476	4.0	1.07	Shapes
1	4	2.05	66.492	4.0	1.118	Shapes
1	3	2.05	69.508	3.0	0.876	Shapes
1	3	2.05	75.841	3.0	1.212	Faces
0	4	2.05	78.924	n/a	0.0	Faces
1	4	2.05	82.057	4.0	1.357	Faces
1	4	2.049	85.19	4.0	1.039	Faces
1	3	2.05	88.306	3.0	1.223	Faces
1	4	2.049	91.356	4.0	1.039	Shapes
1	3	2.049	97.372	3.0	0.688	Shapes
1	4	2.05	100.388	4.0	0.774	Shapes
1	3	2.05	103.404	3.0	0.685	Shapes
1	3	2.05	106.42	3.0	0.757	Shapes
1	4	2.049	109.437	4.0	0.678	Shapes
1	4	2.05	112.453	4.0	0.831	Shapes
0	3	2.05	118.469	n/a	0.0	Faces
1	4	2.05	121.485	4.0	1.06	Faces
0	3	2.05	124.501	4.0	1.237	Faces
1	3	2.049	127.518	3.0	1.438	Faces
1	3	2.05	130.534	3.0	1.396	Faces
1	4	2.05	133.55	4.0	0.934	Shapes
1	4	2.05	147.565	4.0	1.116	Shapes
1	3	2.05	150.581	3.0	0.735	Shapes
1	3	2.05	153.598	3.0	0.85	Shapes
1	4	2.05	156.614	4.0	0.684	Shapes
1	3	2.05	159.63	3.0	0.512	Shapes
1	4	2.049	162.647	4.0	0.674	Shapes
1	4	2.049	168.663	4.0	1.192	Faces
1	3	2.049	171.679	3.0	0.762	Faces
1	3	2.05	174.695	3.0	1.399	Faces
1	4	2.05	177.711	4.0	1.117	Faces
1	3	2.049	180.728	3.0	1.04	Faces
1	4	2.05	183.744	4.0	1.154	Shapes
1	4	2.05	189.76	4.0	0.769	Shapes
0	4	2.05	192.776	3.0	0.856	Shapes
1	3	2.05	195.792	3.0	0.808	Shapes
1	3	2.049	198.809	3.0	0.718	Shapes
1	4	2.05	201.825	4.0	0.681	Shapes
1	3	2.05	204.841	3.0	0.769	Shapes
1	4	2.05	210.857	4.0	1.061	Faces
1	3	2.05	213.873	3.0	0.72	Faces
0	3	2.049	216.89	n/a	0.0	Faces
1	4	2.05	219.906	4.0	0.999	Faces
1	3	2.05	222.922	3.0	1.495	Faces
1	3	2.05	225.938	3.0	1.217	Shapes
1	4	2.05	231.954	4.0	0.861	Shapes
1	4	2.049	234.971	4.0	0.795	Shapes
1	3	2.05	237.987	3.0	0.71	Shapes
1	3	2.05	241.003	3.0	0.731	Shapes
1	4	2.049	244.02	4.0	0.724	Shapes
1	3	2.05	247.036	3.0	0.697	Shapes
1	4	2.049	253.052	4.0	1.103	Faces
1	3	2.05	256.068	3.0	1.091	Faces
1	4	2.05	259.084	4.0	1.05	Faces
1	4	2.049	262.101	4.0	0.913	Faces
1	4	2.05	265.117	4.0	1.32	Faces
1	3	2.05	268.133	3.0	1.11	Faces
